,area_type,availability,location,total_sqft,bath,price,bhk
2804,Super built-up  Area,Ready To Move,Other,3400.0,5.0,240.0,4
2806,Super built-up  Area,Ready To Move,Other,3596.0,5.0,282.0,4
2807,Super built-up  Area,Ready To Move,Other,1295.0,2.0,70.0,2
2808,Built-up  Area,Ready To Move,Other,2820.0,3.0,285.0,3
2810,Super built-up  Area,Available Soon,Other,4772.0,6.0,510.0,4
2812,Super built-up  Area,Ready To Move,Other,1200.0,2.0,62.0,2
2814,Built-up  Area,Ready To Move,Other,3500.0,4.0,300.0,4
2815,Plot  Area,Ready To Move,Other,2400.0,5.0,253.0,4
2816,Built-up  Area,Ready To Move,Other,1950.0,3.0,130.0,3
2817,Super built-up  Area,Ready To Move,Other,1178.0,2.0,73.0,2
2820,Super built-up  Area,Ready To Move,Other,918.0,2.0,55.0,2
2822,Super built-up  Area,Ready To Move,Other,1350.0,2.0,140.0,3
2823,Super built-up  Area,Available Soon,Other,3960.0,5.0,386.0,4
2828,Super built-up  Area,Ready To Move,Other,5600.0,5.0,515.0,5
2830,Super built-up  Area,Available Soon,Other,1553.0,3.0,83.09,3
2832,Super built-up  Area,Ready To Move,Other,1445.0,2.0,125.0,3
2834,Super built-up  Area,Ready To Move,Other,1515.0,2.0,80.91,3
2835,Super built-up  Area,Available Soon,Other,1332.0,2.0,86.12,3
2836,Super built-up  Area,Ready To Move,Other,1570.0,3.0,105.0,3
2837,Super built-up  Area,Ready To Move,Other,794.0,1.0,60.0,1
2838,Plot  Area,Ready To Move,Other,1200.0,2.0,62.0,3
2839,Super built-up  Area,Ready To Move,Other,2800.0,3.0,250.0,3
2842,Plot  Area,Ready To Move,Other,4051.0,4.0,345.0,4
2843,Built-up  Area,Ready To Move,Other,1447.0,3.0,80.0,3
2844,Built-up  Area,Ready To Move,Other,1012.0,2.0,75.0,2
2846,Super built-up  Area,Ready To Move,Other,1308.0,2.0,92.66,2
2847,Super built-up  Area,Ready To Move,Other,3250.0,4.0,230.0,4
2848,Super built-up  Area,Ready To Move,Other,1351.0,2.0,53.0,1
2850,Super built-up  Area,Available Soon,Other,3181.0,4.0,260.5,4
2853,Super built-up  Area,Ready To Move,Other,1424.0,2.0,90.0,2
2855,Built-up  Area,Ready To Move,Other,1662.0,3.0,85.5,3
2857,Built-up  Area,Ready To Move,Other,1975.0,3.0,210.0,3
2859,Super built-up  Area,Ready To Move,Other,1777.0,3.0,100.0,3
2860,Super built-up  Area,Available Soon,Other,1900.0,3.0,108.0,3
2863,Super built-up  Area,Ready To Move,Other,2100.0,3.0,170.0,3
2864,Super built-up  Area,Available Soon,Other,648.0,1.0,31.75,1
2867,Super built-up  Area,Ready To Move,Other,1259.0,2.0,67.4,2
2870,Built-up  Area,Ready To Move,Other,1991.0,3.0,160.0,3
2871,Super built-up  Area,Ready To Move,Other,1665.0,3.0,110.0,3
2876,Super built-up  Area,Ready To Move,Other,1075.0,2.0,60.0,2
2878,Super built-up  Area,Ready To Move,Other,1325.0,2.0,70.0,2
2879,Super built-up  Area,Available Soon,Other,1314.0,2.0,68.2,2
2882,Built-up  Area,Ready To Move,Other,1200.0,3.0,66.0,3
2885,Super built-up  Area,Available Soon,Other,1420.0,2.0,99.39,2
2886,Super built-up  Area,Available Soon,Other,1300.0,2.0,90.87,2
2887,Super built-up  Area,Available Soon,Other,1216.0,2.0,97.16,2
2889,Super built-up  Area,Ready To Move,Other,1290.0,2.0,87.0,2
2890,Plot  Area,Ready To Move,Other,2400.0,6.0,245.0,6
2891,Built-up  Area,Ready To Move,Other,1069.0,2.0,55.0,2
2893,Built-up  Area,Ready To Move,Other,1900.0,2.0,200.0,2
2895,Super built-up  Area,Ready To Move,Other,2150.0,4.0,125.0,3
2896,Super built-up  Area,Available Soon,Other,1305.0,2.0,69.0,3
2897,Plot  Area,Ready To Move,Other,2400.0,5.0,250.0,5
2898,Built-up  Area,Ready To Move,Other,1750.0,3.0,130.0,3
2899,Plot  Area,Ready To Move,Other,1375.0,2.0,105.0,2
2901,Plot  Area,Ready To Move,Other,3640.0,4.0,275.0,4
2902,Super built-up  Area,Available Soon,Other,1693.0,3.0,108.0,3
2904,Super built-up  Area,Ready To Move,Other,1255.0,2.0,79.0,3
2906,Super built-up  Area,Ready To Move,Other,1700.0,3.0,90.0,3
2907,Carpet  Area,Ready To Move,Other,1875.0,3.0,180.0,3
2908,Carpet  Area,Ready To Move,Other,1700.0,3.0,88.0,3
2909,Super built-up  Area,Ready To Move,Other,1749.0,3.0,115.0,3
2914,Super built-up  Area,Ready To Move,Other,1610.0,2.0,115.0,3
2915,Plot  Area,Ready To Move,Other,1200.0,2.0,66.0,2
2917,Built-up  Area,Ready To Move,Other,1210.0,2.0,102.0,2
2919,Super built-up  Area,Ready To Move,Other,4190.0,4.0,380.0,4
2920,Super built-up  Area,Ready To Move,Other,1364.0,2.0,70.0,2
2921,Super built-up  Area,Ready To Move,Other,1150.0,2.0,77.5,3
2928,Super built-up  Area,Ready To Move,Other,1058.0,2.0,60.0,2
2930,Super built-up  Area,Available Soon,Other,1520.0,2.0,103.0,3
2932,Built-up  Area,Ready To Move,Other,900.0,1.0,30.0,1
2933,Super built-up  Area,Ready To Move,Other,2350.0,3.0,174.0,3
2934,Super built-up  Area,Ready To Move,Other,1672.0,3.0,150.0,3
2940,Super built-up  Area,Available Soon,Other,1817.0,4.0,153.0,3
2942,Built-up  Area,Ready To Move,Other,4346.0,4.0,450.0,4
2944,Super built-up  Area,Ready To Move,Other,1468.0,3.0,130.0,2
2945,Super built-up  Area,Ready To Move,Other,1555.0,2.0,82.0,3
2949,Built-up  Area,Ready To Move,Other,900.0,2.0,46.0,2
2952,Super built-up  Area,Ready To Move,Other,1495.0,2.0,75.0,3
2953,Built-up  Area,Ready To Move,Other,1224.0,2.0,105.0,2
2954,Super built-up  Area,Ready To Move,Other,1350.0,2.0,68.0,3
2955,Built-up  Area,Ready To Move,Other,940.0,2.0,56.8,2
2958,Built-up  Area,Ready To Move,Other,1480.0,2.0,145.0,3
2960,Super built-up  Area,Available Soon,Other,1517.0,3.0,76.3,3
2962,Super built-up  Area,Ready To Move,Other,1615.0,3.0,89.75,3
2965,Super built-up  Area,Ready To Move,Other,1365.0,2.0,73.0,2
2966,Super built-up  Area,Ready To Move,Other,1392.0,2.0,98.0,2
2968,Super built-up  Area,Ready To Move,Other,1586.0,3.0,93.94,3
2969,Built-up  Area,Ready To Move,Other,1100.0,2.0,60.0,2
2971,Plot  Area,Ready To Move,Other,1500.0,2.0,120.0,3
2972,Built-up  Area,Ready To Move,Other,1575.0,2.0,120.0,3
2973,Super built-up  Area,Ready To Move,Other,1975.0,3.0,123.0,3
2975,Super built-up  Area,Ready To Move,Other,1745.0,3.0,110.0,3
2977,Super built-up  Area,Ready To Move,Other,1200.0,2.0,65.0,3
2978,Super built-up  Area,Ready To Move,Other,1200.0,2.0,90.0,2
2979,Super built-up  Area,Available Soon,Other,665.0,1.0,46.08,1
2980,Super built-up  Area,Ready To Move,Other,1351.0,2.0,70.0,2
2981,Super built-up  Area,Available Soon,Other,1355.0,3.0,83.87,3
2982,Built-up  Area,Ready To Move,Other,3900.0,3.0,300.0,3
2983,Carpet  Area,Ready To Move,Other,900.0,2.0,60.0,2
2984,Built-up  Area,Available Soon,Other,3385.0,4.0,260.0,4
2985,Super built-up  Area,Ready To Move,Other,1370.0,2.0,75.0,3
2987,Super built-up  Area,Available Soon,Other,2000.0,3.0,200.0,3
2988,Super built-up  Area,Available Soon,Other,1020.07,2.0,68.38,2
2990,Built-up  Area,Ready To Move,Other,1460.0,2.0,73.0,3
2994,Plot  Area,Ready To Move,Other,4200.0,4.0,325.0,4
2995,Super built-up  Area,Available Soon,Other,1665.0,2.0,125.0,3
2997,Super built-up  Area,Available Soon,Other,1230.0,2.0,78.0,2
2998,Super built-up  Area,Ready To Move,Other,1080.0,2.0,75.0,3
2999,Super built-up  Area,Ready To Move,Other,1000.0,2.0,60.0,2
3002,Super built-up  Area,Available Soon,Other,615.0,1.0,28.29,1
3003,Built-up  Area,Ready To Move,Other,1350.0,2.0,83.0,3
3006,Super built-up  Area,Ready To Move,Other,1084.0,2.0,58.0,2
3008,Super built-up  Area,Ready To Move,Other,2400.0,2.0,150.0,3
3009,Super built-up  Area,Ready To Move,Other,460.0,1.0,21.0,1
3010,Plot  Area,Ready To Move,Other,1200.0,3.0,78.0,3
3012,Super built-up  Area,Ready To Move,Other,1801.0,3.0,140.0,3
3013,Super built-up  Area,Ready To Move,Other,1199.0,2.0,65.0,2
3014,Super built-up  Area,Ready To Move,Other,2300.0,3.0,220.0,3
3017,Super built-up  Area,Ready To Move,Other,1125.0,2.0,75.0,2
3018,Plot  Area,Ready To Move,Other,1200.0,2.0,67.0,2
3020,Built-up  Area,Ready To Move,Other,956.0,2.0,49.0,2
3022,Built-up  Area,Ready To Move,Other,1596.0,3.0,95.0,3
3023,Built-up  Area,Ready To Move,Other,1639.0,3.0,123.0,3
3026,Super built-up  Area,Ready To Move,Other,1218.0,2.0,73.0,2
3028,Super built-up  Area,Ready To Move,Other,2559.0,3.0,141.0,3
3029,Super built-up  Area,Available Soon,Other,525.0,1.0,26.0,1
3032,Built-up  Area,Ready To Move,Other,920.0,2.0,65.0,2
3035,Super built-up  Area,Ready To Move,Other,1530.0,2.0,90.0,3
3036,Carpet  Area,Ready To Move,Other,1372.0,2.0,90.0,3
3039,Super built-up  Area,Available Soon,Other,1950.0,3.0,131.0,3
3043,Built-up  Area,Ready To Move,Other,1430.0,3.0,72.0,3
3044,Carpet  Area,Available Soon,Other,1451.5,4.0,121.0,4
3046,Built-up  Area,Ready To Move,Other,1650.0,4.0,99.0,4
3048,Built-up  Area,Ready To Move,Other,925.0,2.0,63.0,2
3049,Super built-up  Area,Ready To Move,Other,3016.0,4.0,230.0,4
3051,Plot  Area,Ready To Move,Other,1200.0,3.0,95.0,4
3052,Super built-up  Area,Ready To Move,Other,1336.0,2.0,100.0,2
3053,Super built-up  Area,Ready To Move,Other,673.0,1.0,36.85,1
3055,Super built-up  Area,Ready To Move,Other,1600.0,3.0,160.0,3
3056,Plot  Area,Ready To Move,Other,1200.0,2.0,79.0,2
3058,Super built-up  Area,Ready To Move,Other,1143.0,2.0,65.0,2
3059,Plot  Area,Ready To Move,Other,1584.0,3.0,145.0,4
3060,Super built-up  Area,Ready To Move,Other,1785.0,3.0,94.0,3
3062,Super built-up  Area,Ready To Move,Other,1500.0,2.0,80.0,3
3063,Built-up  Area,Ready To Move,Other,3300.0,3.0,250.0,5
3065,Super built-up  Area,Ready To Move,Other,650.0,1.0,20.0,1
3066,Super built-up  Area,Ready To Move,Other,1480.0,2.0,120.0,2
3067,Super built-up  Area,Ready To Move,Other,1570.0,3.0,115.0,3
3068,Super built-up  Area,Ready To Move,Other,1665.0,3.0,86.91,3
3069,Plot  Area,Ready To Move,Other,1100.0,2.0,68.0,2
3070,Super built-up  Area,Ready To Move,Other,1350.0,2.0,87.01,3
3071,Built-up  Area,Ready To Move,Other,1719.0,3.0,116.0,3
3072,Super built-up  Area,Ready To Move,Other,664.0,1.0,35.0,1
3075,Super built-up  Area,Ready To Move,Other,1680.0,3.0,85.0,3
3076,Super built-up  Area,Ready To Move,Other,717.0,2.0,49.475,2
3078,Super built-up  Area,Available Soon,Other,1760.0,3.0,150.0,3
3081,Super built-up  Area,Ready To Move,Other,1174.0,2.0,74.0,2
3084,Built-up  Area,Ready To Move,Other,850.0,2.0,55.0,2
3085,Built-up  Area,Ready To Move,Other,1750.0,3.0,180.0,3
3086,Super built-up  Area,Ready To Move,Other,2024.0,3.0,157.0,3
3087,Plot  Area,Ready To Move,Other,1500.0,1.0,160.0,2
3090,Plot  Area,Ready To Move,Other,1575.0,5.0,158.0,4
3094,Super built-up  Area,Available Soon,Other,1440.0,2.0,115.0,2
3095,Built-up  Area,Ready To Move,Other,1500.0,2.0,84.0,2
3097,Built-up  Area,Ready To Move,Other,705.0,1.0,36.5,1
3098,Super built-up  Area,Ready To Move,Other,2240.0,5.0,155.0,3
3099,Super built-up  Area,Ready To Move,Other,1584.01,3.0,103.0,3
3100,Super built-up  Area,Ready To Move,Other,1340.0,3.0,77.0,3
3107,Plot  Area,Available Soon,Other,2400.0,3.0,149.0,3
3109,Super built-up  Area,Ready To Move,Other,1858.0,3.0,98.3,3
3110,Plot  Area,Ready To Move,Other,1260.0,1.0,41.0,1
3111,Built-up  Area,Ready To Move,Other,3530.0,4.0,290.0,4
3114,Built-up  Area,Ready To Move,Other,1335.0,3.0,89.0,3
3115,Super built-up  Area,Ready To Move,Other,1999.0,3.0,132.0,3
3116,Plot  Area,Ready To Move,Other,1200.0,2.0,125.0,2
3117,Super built-up  Area,Ready To Move,Other,1397.0,3.0,110.0,3
3118,Plot  Area,Ready To Move,Other,1616.0,3.0,95.0,3
3120,Plot  Area,Ready To Move,Other,1200.0,2.0,98.0,3
3121,Super built-up  Area,Available Soon,Other,1205.47,2.0,81.0,2
3122,Super built-up  Area,Ready To Move,Other,3600.0,5.0,220.0,4
3123,Super built-up  Area,Available Soon,Other,3595.0,6.0,360.0,4
3125,Super built-up  Area,Available Soon,Other,1664.0,2.0,93.865,3
3126,Built-up  Area,Ready To Move,Other,1485.0,3.0,85.0,3
3130,Super built-up  Area,Ready To Move,Other,1512.0,2.0,110.0,3
3131,Super built-up  Area,Ready To Move,Other,1650.0,3.0,100.0,3
3137,Plot  Area,Ready To Move,Other,3259.0,3.0,270.0,3
3138,Super built-up  Area,Available Soon,Other,1115.0,2.0,65.12,2
3139,Super built-up  Area,Ready To Move,Other,2072.0,4.0,139.0,3
3142,Super built-up  Area,Ready To Move,Other,1457.0,2.0,85.0,2
3145,Built-up  Area,Ready To Move,Other,420.0,1.0,17.0,1
3148,Built-up  Area,Ready To Move,Other,1315.0,2.0,85.4,3
3150,Super built-up  Area,Ready To Move,Other,1127.0,2.0,68.0,2
3151,Super built-up  Area,Available Soon,Other,1397.0,3.0,104.0,3
3153,Super built-up  Area,Available Soon,Other,1230.0,2.0,76.0,2
3154,Super built-up  Area,Ready To Move,Other,3200.0,3.0,190.0,4
3155,Super built-up  Area,Available Soon,Other,1868.0,3.0,121.0,3
3156,Super built-up  Area,Ready To Move,Other,1689.28,3.0,91.2,3
3158,Plot  Area,Ready To Move,Other,1350.0,2.0,100.0,2
3160,Super built-up  Area,Ready To Move,Other,1310.0,2.0,85.0,3
3163,Super built-up  Area,Available Soon,Other,1397.0,3.0,108.0,3
3165,Super built-up  Area,Ready To Move,Other,1125.0,2.0,61.2,2
3167,Super built-up  Area,Available Soon,Other,660.0,1.0,62.0,1
3169,Super built-up  Area,Ready To Move,Other,2340.0,4.0,148.0,4
3170,Built-up  Area,Ready To Move,Other,596.0,1.0,42.0,1
3171,Super built-up  Area,Ready To Move,Other,10000.0,16.0,550.0,16
3172,Plot  Area,Ready To Move,Other,1200.0,4.0,110.0,4
3173,Super built-up  Area,Ready To Move,Other,1910.0,3.0,190.0,3
3174,Super built-up  Area,Ready To Move,Other,1139.0,2.0,80.0,2
3175,Super built-up  Area,Ready To Move,Other,3122.0,5.0,225.0,4
3177,Super built-up  Area,Ready To Move,Other,1168.0,2.0,64.08,2
3179,Built-up  Area,Available Soon,Other,1340.0,2.0,75.0,2
3180,Built-up  Area,Ready To Move,Other,1405.0,2.0,70.0,3
3182,Built-up  Area,Ready To Move,Other,1750.0,3.0,149.0,3
3184,Super built-up  Area,Available Soon,Other,985.0,2.0,63.0,2
3185,Super built-up  Area,Available Soon,Other,1300.0,2.0,129.0,2
3186,Super built-up  Area,Ready To Move,Other,1850.0,3.0,150.0,3
3187,Super built-up  Area,Ready To Move,Other,1490.0,2.0,88.0,3
3190,Super built-up  Area,Ready To Move,Other,1080.0,2.0,55.0,2
3194,Super built-up  Area,Ready To Move,Other,1290.0,2.0,94.5,3
3195,Super built-up  Area,Available Soon,Other,1318.0,2.0,85.28,3
3196,Plot  Area,Ready To Move,Other,4428.0,4.0,255.0,4
3197,Plot  Area,Ready To Move,Other,3500.0,5.0,275.0,3
3199,Super built-up  Area,Ready To Move,Other,1327.0,2.0,85.0,2
3200,Super built-up  Area,Ready To Move,Other,2912.0,6.0,210.0,4
3202,Super built-up  Area,Ready To Move,Other,650.0,1.0,30.0,1
3203,Plot  Area,Available Soon,Other,1200.0,3.0,67.75,3
3204,Super built-up  Area,Ready To Move,Other,1500.0,2.0,89.99,3
3205,Plot  Area,Ready To Move,Other,1350.0,4.0,145.0,4
3207,Super built-up  Area,Available Soon,Other,1819.18,3.0,160.0,3
3208,Super built-up  Area,Available Soon,Other,1355.0,3.0,83.87,3
3210,Super built-up  Area,Ready To Move,Other,910.0,1.0,42.0,1
3212,Super built-up  Area,Available Soon,Other,1304.0,2.0,100.0,2
3215,Super built-up  Area,Available Soon,Other,1132.0,2.0,89.37,2
3217,Super built-up  Area,Ready To Move,Other,794.0,1.0,65.0,1
3220,Super built-up  Area,Available Soon,Other,1447.0,2.0,75.97,2
3222,Super built-up  Area,Ready To Move,Other,1208.0,2.0,70.0,2
3226,Built-up  Area,Ready To Move,Other,532.0,1.0,22.49,1
3227,Super built-up  Area,Ready To Move,Other,1060.0,3.0,62.0,3
3230,Super built-up  Area,Available Soon,Other,1365.0,2.0,122.0,2
3231,Super built-up  Area,Ready To Move,Other,984.0,2.0,51.0,2
3233,Super built-up  Area,Ready To Move,Other,1475.0,3.0,96.0,3
3234,Super built-up  Area,Ready To Move,Other,1300.0,2.0,79.0,2
3236,Super built-up  Area,Ready To Move,Other,1550.0,2.0,160.0,2
3237,Built-up  Area,Ready To Move,Other,1666.0,3.0,95.0,3
3240,Super built-up  Area,Available Soon,Other,1137.0,2.0,63.0,2
3241,Super built-up  Area,Ready To Move,Other,1374.0,2.0,70.0,3
3242,Built-up  Area,Ready To Move,Other,1700.0,3.0,155.0,3
3243,Super built-up  Area,Ready To Move,Other,2145.0,4.0,125.0,4
3244,Super built-up  Area,Available Soon,Other,2170.0,3.0,151.0,3
3245,Built-up  Area,Ready To Move,Other,1080.0,2.0,55.0,2
3246,Built-up  Area,Ready To Move,Other,1790.0,3.0,100.0,3
3247,Super built-up  Area,Ready To Move,Other,550.0,1.0,17.0,1
3250,Built-up  Area,Ready To Move,Other,1000.0,2.0,80.0,2
3251,Super built-up  Area,Available Soon,Other,2940.0,6.0,280.0,4
3254,Built-up  Area,Available Soon,Other,1500.0,2.0,97.0,3
3255,Super built-up  Area,Ready To Move,Other,1730.0,3.0,139.0,3
3257,Super built-up  Area,Available Soon,Other,1865.0,4.0,140.0,3
3261,Plot  Area,Ready To Move,Other,1200.0,3.0,120.0,3
3262,Super built-up  Area,Ready To Move,Other,2600.0,4.0,260.0,4
3263,Built-up  Area,Ready To Move,Other,1700.0,4.0,108.0,4
3264,Super built-up  Area,Ready To Move,Other,1682.0,3.0,120.0,3
3266,Super built-up  Area,Available Soon,Other,901.0,2.0,49.5,2
3267,Super built-up  Area,Ready To Move,Other,1730.0,3.0,120.0,3
3268,Plot  Area,Ready To Move,Other,1200.0,4.0,125.0,4
3269,Super built-up  Area,Ready To Move,Other,1500.0,3.0,102.0,3
3270,Built-up  Area,Ready To Move,Other,3500.0,4.0,245.0,4
3274,Built-up  Area,Ready To Move,Other,350.0,1.0,13.5,1
3276,Super built-up  Area,Ready To Move,Other,1444.0,2.0,80.0,3
3278,Super built-up  Area,Ready To Move,Other,1521.0,3.0,94.71,3
3281,Super built-up  Area,Ready To Move,Other,2760.0,5.0,157.0,3
3282,Built-up  Area,Ready To Move,Other,1325.0,1.0,92.0,2
3284,Built-up  Area,Ready To Move,Other,1525.0,3.0,90.0,3
3285,Super built-up  Area,Available Soon,Other,1320.0,2.0,73.0,3
3286,Super built-up  Area,Ready To Move,Other,650.0,1.0,23.0,1
3287,Built-up  Area,Ready To Move,Other,1858.0,2.0,167.0,3
3288,Super built-up  Area,Ready To Move,Other,769.0,2.0,40.0,2
3289,Super built-up  Area,Ready To Move,Other,1445.0,3.0,86.56,3
3290,Super built-up  Area,Ready To Move,Other,1590.0,2.0,135.0,3
3291,Super built-up  Area,Ready To Move,Other,902.0,2.0,49.0,2
3292,Plot  Area,Available Soon,Other,2238.0,3.0,140.0,3
3294,Built-up  Area,Ready To Move,Other,1088.0,2.0,68.0,2
3296,Plot  Area,Ready To Move,Other,2150.0,6.0,205.0,6
3297,Super built-up  Area,Ready To Move,Other,1920.0,3.0,150.0,3
3298,Plot  Area,Ready To Move,Other,1000.0,2.0,57.0,2
3299,Super built-up  Area,Available Soon,Other,1100.0,2.0,56.1,2
3302,Super built-up  Area,Ready To Move,Other,1175.0,2.0,75.0,2
3303,Built-up  Area,Ready To Move,Other,975.0,2.0,55.0,2
3304,Super built-up  Area,Ready To Move,Other,2400.0,4.0,180.0,3
3305,Super built-up  Area,Ready To Move,Other,1330.0,3.0,72.0,3
3306,Super built-up  Area,Ready To Move,Other,1758.0,3.0,133.0,3
3307,Super built-up  Area,Available Soon,Other,1255.0,2.0,77.68,3
3312,Built-up  Area,Available Soon,Other,1420.0,2.0,107.0,2
3313,Super built-up  Area,Ready To Move,Other,1680.0,3.0,120.0,3
3314,Plot  Area,Ready To Move,Other,675.0,3.0,52.0,2
3315,Super built-up  Area,Available Soon,Other,1055.0,2.0,57.63,2
3316,Super built-up  Area,Ready To Move,Other,1918.0,3.0,129.0,3
3318,Super built-up  Area,Ready To Move,Other,2106.0,3.0,126.0,3
3319,Super built-up  Area,Ready To Move,Other,1801.0,3.0,139.0,3
3320,Super built-up  Area,Available Soon,Other,1320.0,2.0,92.0,2
3322,Built-up  Area,Ready To Move,Other,3800.0,5.0,300.0,4
3324,Super built-up  Area,Ready To Move,Other,1893.0,3.0,100.0,3
3326,Super built-up  Area,Ready To Move,Other,1190.0,2.0,75.0,2
3327,Plot  Area,Ready To Move,Other,2400.0,2.0,160.0,2
3329,Super built-up  Area,Ready To Move,Other,2113.0,3.0,155.0,3
3331,Super built-up  Area,Ready To Move,Other,1884.0,4.0,120.0,4
3334,Built-up  Area,Available Soon,Other,1150.0,2.0,75.0,2
3335,Super built-up  Area,Available Soon,Other,703.0,1.0,52.0,1
3338,Super built-up  Area,Ready To Move,Other,1302.0,2.0,69.1,2
3342,Super built-up  Area,Ready To Move,Other,1150.0,2.0,90.0,2
3344,Super built-up  Area,Ready To Move,Other,1330.0,2.0,78.0,2
3348,Built-up  Area,Ready To Move,Other,1600.0,3.0,95.0,3
3350,Super built-up  Area,Ready To Move,Other,1390.0,2.0,80.0,3
3351,Super built-up  Area,Ready To Move,Other,1550.0,2.0,90.0,3
3352,Built-up  Area,Ready To Move,Other,919.0,2.0,49.0,2
3355,Super built-up  Area,Ready To Move,Other,1159.0,2.0,60.0,2
3356,Super built-up  Area,Ready To Move,Other,1197.0,2.0,79.0,2
3357,Super built-up  Area,Available Soon,Other,2690.0,4.0,191.0,4
3361,Super built-up  Area,Available Soon,Other,1645.0,3.0,135.0,3
3362,Super built-up  Area,Ready To Move,Other,1937.0,3.0,140.0,3
3365,Super built-up  Area,Ready To Move,Other,1350.0,2.0,80.99,3
3368,Super built-up  Area,Ready To Move,Other,1720.0,3.0,135.0,3
3369,Super built-up  Area,Ready To Move,Other,2080.0,3.0,175.0,3
3370,Plot  Area,Ready To Move,Other,1500.0,3.0,87.0,3
3371,Super built-up  Area,Ready To Move,Other,1566.0,3.0,97.0,3
3372,Plot  Area,Ready To Move,Other,1500.0,4.0,110.0,4
3375,Super built-up  Area,Ready To Move,Other,1839.0,3.0,165.0,3
3382,Super built-up  Area,Ready To Move,Other,1315.0,2.0,74.0,3
3384,Super built-up  Area,Ready To Move,Other,1080.0,2.0,55.0,2
3388,Super built-up  Area,Ready To Move,Other,1275.0,2.0,65.0,2
3389,Super built-up  Area,Ready To Move,Other,900.0,2.0,70.0,2
3393,Super built-up  Area,Ready To Move,Other,1535.0,3.0,86.0,3
3394,Super built-up  Area,Available Soon,Other,1392.0,2.0,130.0,2
3395,Super built-up  Area,Ready To Move,Other,1050.0,2.0,72.0,2
3396,Super built-up  Area,Available Soon,Other,1513.0,3.0,103.0,3
3399,Super built-up  Area,Available Soon,Other,1355.0,3.0,83.87,3
3400,Super built-up  Area,Ready To Move,Other,1200.0,6.0,70.0,4
3402,Plot  Area,Ready To Move,Other,1500.0,3.0,149.0,3
3403,Super built-up  Area,Ready To Move,Other,3895.0,4.0,405.0,4
